Kun,Slot,Sana,Hafta kuni,Kategoriya,Mavzu,Daraja,Nega muhim,Ishonchli manba,E'lon vaqti,Muqova g'oyasi,CTA taklifi
118,1,28-Aprel,Seshanba,Kitaba Shabloni,Rasmiy xat yakunlovchi qolipi (تفضلوا بقبول فائق الاحترام),B1,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,CEFR yozma imtihon namunalari,19:30,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda","Shu qolipdan foydalanib 2-3 jumla yozing, men tekshirib beraman."
119,0,29-Aprel,Chorshanba,Imtihon Strategiyasi,Eng ko'p uchraydigan xato: تنوين (tanvin) qo'llash,B1,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,CEFR rasmiy namuna testlari,08:00,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda","Sizda qanday imtihon xatolari bo'lgan? Ulashing, birga tahlil qilamiz."
119,1,29-Aprel,Chorshanba,Fusha-Ammiya,Hozir: الآن (Fusha) / دلوقتي (Misr) / هلق (Shom) / الحين (Xalij),A2,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Qiyosiy lahja lug'atlari,19:30,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Qaysi mamlakat filmini/serialini ko'p tomosha qilasiz? Yozing.
120,0,30-Aprel,Payshanba,Kino-Qoshiq Tahlili,Serial syujetini 3 jumlada qayta hikoya qilish mashqi,B1,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Mashhur arab qo'shiqlari matni uslubi,08:00,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Yoqtirgan arabcha qo'shiqni/filmni izohda tavsiya qiling.
120,1,30-Aprel,Payshanba,Kunlik Ibora,"خذ راحتك — o'zingni erkin his qil, shoshilma",A2,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Klassik/MSA manbalari,19:30,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan",Shu iborani bilarmidingiz? Izohda o'z misolingizni qoldiring.
121,0,1-May,Juma,Sinonim-Antonim,غني (boy) — sinonim: ثري / antonim: فقير (kambag'al),A2,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Zamonaviy MSA matnlar,08:00,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Bu maqolga o'xshash o'zbekcha maqolni izohda yozing.
121,1,1-May,Juma,Tarjima Mashqi,1) Бу маркалар қанча туради?  2) - Олтмиш пенс.,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),19:30,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)","Tarjimangizni izohda yozing — men tekshirib, xato bo'lsa tuzataman."
122,0,2-May,Shanba,Kitaba Shabloni,Shaxsiy tajriba haqida yozish qolipi (لقد مررت بتجربة...),A2,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,Akademik arab tili qo'llanmalari,08:00,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda",Shu bog'lovchini o'zingizning gapingizda ishlating.
122,1,2-May,Shanba,Imtihon Strategiyasi,Vaqt boshqaruvi: qiyin savolni keyinga qoldirish taktikasi,A2,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,Til imtihonlari metodikasi,19:30,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda",Shu strategiyani keyingi mashqda sinab ko'ring.
123,0,3-May,Yakshanba,Fusha-Ammiya,Ish: عمل (Fusha) / شغل (barcha lahjalarda keng),A2,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Misr/Shom/Xalij tabiiy nutq namunalari,08:00,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Shu so'zni o'z lahjangizda (bilsangiz) qanday aytilishini ulashing.
123,1,3-May,Yakshanba,Kino-Qoshiq Tahlili,"Qo'shiq refrenini yodlab, talaffuzni mashq qilish",A1,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Til o'rganish metodikasi,19:30,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Shu iborani eshitgan joyingizni eslaysizmi? Yozing.
124,0,4-May,Dushanba,Kunlik Ibora,كل عام وأنتم بخير — har yili yaxshilikda bo'ling (tabrik),A2,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Tabiiy muloqot namunalari,08:00,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan","Ovozli xabar tashlab, shu iborani 3 marta talaffuz qiling."
124,1,4-May,Dushanba,Sinonim-Antonim,"من جد وجد — kim harakat qilsa, topadi (maqol)",B1,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Arab maqollari to'plamlari,19:30,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Qaysi so'zni ko'proq eshitgansiz? Izohda ayting.
125,0,5-May,Seshanba,Tarjima Mashqi,1) Сенинг камзулинг яхши экан. У янгими?  2) Сумкангни ранги қандай? - У жигарранг.,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),08:00,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)",Shu gapni ovozli xabar qilib arabcha o'qib bering.
125,1,5-May,Seshanba,Kitaba Shabloni,O'z fikringni asoslash qolipi (أعتقد ذلك لأن...),B1,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,Bog'lovchi so'zlar to'plami,19:30,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda",Bugungi mavzuda mini-insho yozing va izohga tashlang.
126,0,6-May,Chorshanba,Imtihon Strategiyasi,Variantli savollarda 'eliminatsiya' usuli,A2,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,Tajribali metodistlar tavsiyasi,08:00,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda",Ushbu maslahatni saqlab qo'ying — imtihon oldidan qayta o'qing.
126,1,6-May,Chorshanba,Fusha-Ammiya,Nega: لماذا (Fusha) / ليه (Misr/Shom) / ليش (Xalij),A2,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Tilshunoslik manbalari,19:30,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Qaysi lahja sizga eng qiziq tuyuladi? Izohda ayting.
127,0,7-May,Payshanba,Kino-Qoshiq Tahlili,Multfilmdagi maslahat/nasihat gaplarini ajratib olish,A2,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Ommaviy arab multfilmlari/seriallari (umumiy uslub tahlili),08:00,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Shu janrdagi filmni tomosha qilganmisiz? Ulashing.
127,1,7-May,Payshanba,Kunlik Ibora,حياك الله — xush kelibsiz (Alloh senga hayot bersin),A1,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Hans Wehr lug'ati,19:30,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan",Bugun shu iborani bitta jumlada ishlat va izohda yoz.
128,0,8-May,Juma,Sinonim-Antonim,مبكر (erta) — sinonim: باكر / antonim: متأخر (kech),A2,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Klassik arab lug'atlari,08:00,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Shu ikki so'zdan o'zingiz bitta jumla tuzing.
128,1,8-May,Juma,Tarjima Mashqi,1) Дадангни ёши нечада? - У 46 ёшда.  2) Нега унинг (ўғил) жаҳли чиқаяпти?,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),19:30,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)","Shu gaplarni o'zingiz arabchaga tarjima qilib ko'ring, keyin izohdagi javob bilan solishtiring."
129,0,9-May,Shanba,Kitaba Shabloni,Kelajak reja haqida yozish (أخطط لـ / أنوي أن),A2,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,CEFR yozma imtihon namunalari,08:00,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda","Shu qolipdan foydalanib 2-3 jumla yozing, men tekshirib beraman."
129,1,9-May,Shanba,Imtihon Strategiyasi,Imtihondan oldingi kechada nima qilish kerak emas,A1,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,CEFR rasmiy namuna testlari,19:30,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda","Sizda qanday imtihon xatolari bo'lgan? Ulashing, birga tahlil qilamiz."
130,0,10-May,Yakshanba,Fusha-Ammiya,Qancha turadi: كم السعر (Fusha) / بكام (Misr) / قديش (Shom) / كم (Xalij),A2,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Qiyosiy lahja lug'atlari,08:00,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Qaysi mamlakat filmini/serialini ko'p tomosha qilasiz? Yozing.
130,1,10-May,Yakshanba,Kino-Qoshiq Tahlili,Filmda tez-tez uchraydigan kundalik idiomalar,B1,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Mashhur arab qo'shiqlari matni uslubi,19:30,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Yoqtirgan arabcha qo'shiqni/filmni izohda tavsiya qiling.
131,0,11-May,Dushanba,Kunlik Ibora,إن شاء الله خير — Alloh xohlasa yaxshilik bo'ladi (tasalli),A2,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Klassik/MSA manbalari,08:00,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan",Shu iborani bilarmidingiz? Izohda o'z misolingizni qoldiring.
131,1,11-May,Dushanba,Sinonim-Antonim,واضح (aniq) — sinonim: بيّن / antonim: غامض (noaniq),B1,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Zamonaviy MSA matnlar,19:30,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Bu maqolga o'xshash o'zbekcha maqolni izohda yozing.
132,0,12-May,Seshanba,Tarjima Mashqi,"1) Дўстинг талабами?  2) - Йўқ, у ўқувчи.",A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),08:00,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)","Tarjimangizni izohda yozing — men tekshirib, xato bo'lsa tuzataman."
132,1,12-May,Seshanba,Kitaba Shabloni,Taklif berish qolipi (أقترح أن / من الأفضل أن),B1,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,Akademik arab tili qo'llanmalari,19:30,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda",Shu bog'lovchini o'zingizning gapingizda ishlating.
133,0,13-May,Chorshanba,Imtihon Strategiyasi,Stress bilan ishlash: chuqur nafas texnikasi imtihon oldidan,A1,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,Til imtihonlari metodikasi,08:00,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda",Shu strategiyani keyingi mashqda sinab ko'ring.
133,1,13-May,Chorshanba,Fusha-Ammiya,Kel bu yoqqa: تعال هنا (Fusha) / تعالى هنا (Misr) / تعا لهون (Shom),B1,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Misr/Shom/Xalij tabiiy nutq namunalari,19:30,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Shu so'zni o'z lahjangizda (bilsangiz) qanday aytilishini ulashing.
134,0,14-May,Payshanba,Kino-Qoshiq Tahlili,Qo'shiqdagi vaqt shakllarini (o'tgan/hozirgi) kuzatish mashqi,B1,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Til o'rganish metodikasi,08:00,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Shu iborani eshitgan joyingizni eslaysizmi? Yozing.
134,1,14-May,Payshanba,Kunlik Ibora,بدون تردد — ikkilanmasdan,B1,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Tabiiy muloqot namunalari,19:30,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan","Ovozli xabar tashlab, shu iborani 3 marta talaffuz qiling."
135,0,15-May,Juma,Sinonim-Antonim,العقل السليم في الجسم السليم — sog'lom tanda sog'lom aql (maqol),B1,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Arab maqollari to'plamlari,08:00,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Qaysi so'zni ko'proq eshitgansiz? Izohda ayting.
135,1,15-May,Juma,Tarjima Mashqi,1) Ойинг уйдами? - Йўқ.  2) - У қаерда? - У ишхонада.,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),19:30,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)",Shu gapni ovozli xabar qilib arabcha o'qib bering.
136,0,16-May,Shanba,Kitaba Shabloni,Shart gaplarda yozma qolip (إذا... فإن...),B1,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,Bog'lovchi so'zlar to'plami,08:00,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda",Bugungi mavzuda mini-insho yozing va izohga tashlang.
136,1,16-May,Shanba,Imtihon Strategiyasi,Yozma qismda qayta o'qish (proofreading) checklisti,B1,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,Tajribali metodistlar tavsiyasi,19:30,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda",Ushbu maslahatni saqlab qo'ying — imtihon oldidan qayta o'qing.
137,0,17-May,Yakshanba,Fusha-Ammiya,Misr ammiyasi: filmlarda eng ko'p ishlatiladigan salomlashish iboralari,B1,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Tilshunoslik manbalari,08:00,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Qaysi lahja sizga eng qiziq tuyuladi? Izohda ayting.
137,1,17-May,Yakshanba,Kino-Qoshiq Tahlili,Bolalar seriali orqali oddiy buyruq gaplarni o'rganish,A1,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Ommaviy arab multfilmlari/seriallari (umumiy uslub tahlili),19:30,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Shu janrdagi filmni tomosha qilganmisiz? Ulashing.
138,0,18-May,Dushanba,Kunlik Ibora,في أقرب وقت ممكن — imkon qadar tezroq,B1,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Hans Wehr lug'ati,08:00,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan",Bugun shu iborani bitta jumlada ishlat va izohda yoz.
138,1,18-May,Dushanba,Sinonim-Antonim,مهم (muhim) — sinonim: ضروري (zarur) / antonim: تافه (ahamiyatsiz),A2,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Klassik arab lug'atlari,19:30,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Shu ikki so'zdan o'zingiz bitta jumla tuzing.
139,0,19-May,Seshanba,Tarjima Mashqi,1) Мен Тошкентда яшайман.  2) Қишда кўпинча қор ёғади.,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),08:00,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)","Shu gaplarni o'zingiz arabchaga tarjima qilib ko'ring, keyin izohdagi javob bilan solishtiring."
139,1,19-May,Seshanba,Kitaba Shabloni,Insho kirish jumlasi qolipi (umumiy mavzudan xususiyga),B1,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,CEFR yozma imtihon namunalari,19:30,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda","Shu qolipdan foydalanib 2-3 jumla yozing, men tekshirib beraman."
140,0,20-May,Chorshanba,Imtihon Strategiyasi,Og'zaki qismda ko'z bilan aloqa va ishonch tuyg'usi,A2,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,CEFR rasmiy namuna testlari,08:00,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda","Sizda qanday imtihon xatolari bo'lgan? Ulashing, birga tahlil qilamiz."
140,1,20-May,Chorshanba,Fusha-Ammiya,Shom (Levant) ammiyasi: Suriya/Livan/Iordaniya nutqidagi umumiy jihatlar,B1,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Qiyosiy lahja lug'atlari,19:30,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Qaysi mamlakat filmini/serialini ko'p tomosha qilasiz? Yozing.
141,0,21-May,Payshanba,Kino-Qoshiq Tahlili,Film sahnasidagi kayfiyatga qarab ohang o'zgarishini tinglash,A2,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Mashhur arab qo'shiqlari matni uslubi,08:00,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Yoqtirgan arabcha qo'shiqni/filmni izohda tavsiya qiling.
141,1,21-May,Payshanba,Kunlik Ibora,لك مني كل التقدير — sizga mendan chuqur hurmat,B1,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Klassik/MSA manbalari,19:30,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan",Shu iborani bilarmidingiz? Izohda o'z misolingizni qoldiring.
142,0,22-May,Juma,Sinonim-Antonim,هادئ (tinch) — sinonim: ساكن / antonim: صاخب (shovqinli),B1,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Zamonaviy MSA matnlar,08:00,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Bu maqolga o'xshash o'zbekcha maqolni izohda yozing.
142,1,22-May,Juma,Tarjima Mashqi,1) У қиз ҳар куни соат 7 да нонушта қилади.  2) Дарслар соат 8да бошланади ва соат 2да тугайди.,A1,"Haqiqiy, tayyor manbadagi gapni tizimli, ketma-ket tarjima qilish — kursdek izchil o'sishni ta'minlaydi.",Nuriddin — «Arab tiliga tarjima qilish uchun mavzulashtirilgan gaplar» (tahrir: Usmon Mahmudov),19:30,"Qo'lyozma daftar sahifasi motivi, gap raqami va tarjima strelkasi (UZ -> AR)","Tarjimangizni izohda yozing — men tekshirib, xato bo'lsa tuzataman."
143,0,23-May,Shanba,Kitaba Shabloni,Vaqt ketma-ketligi so'zlari: أولاً، ثانيًا، أخيرًا,A2,Tayyor qolip bilan yozma ishni tezroq va yuqori ballga yozish mumkin.,Akademik arab tili qo'llanmalari,08:00,"Qalam+qog'oz motivi, bog'lovchi so'z markazda katta harflarda, misol jumla pastda",Shu bog'lovchini o'zingizning gapingizda ishlating.
143,1,23-May,Shanba,Imtihon Strategiyasi,Grammatik vaqtlarni aralashtirmaslik nazorati,B1,To'g'ri strategiya bilim darajasidan qat'i nazar ballni sezilarli oshiradi.,Til imtihonlari metodikasi,19:30,"Soat/checklist motivi, bitta aniq layfhak sarlavhada katta harflarda",Shu strategiyani keyingi mashqda sinab ko'ring.
144,0,24-May,Yakshanba,Fusha-Ammiya,Xalij ammiyasi: Saudiya/BAA nutqida ingliz/fors ta'siri,B1,"Real hayotda (filmlar, suhbat) Fusha yetarli emas — lahjalarni tanish tushunishni osonlashtiradi.",Misr/Shom/Xalij tabiiy nutq namunalari,08:00,"Bir so'z, 3-4 mamlakat bayrog'i ostida turli yozilishda (qiyosiy jadval uslubida)",Shu so'zni o'z lahjangizda (bilsangiz) qanday aytilishini ulashing.
144,1,24-May,Yakshanba,Kino-Qoshiq Tahlili,Qo'shiq matnida sinonim so'zlarni topish mashqi,B1,"Jonli, tabiiy tilni eshitib-ko'rib o'rganish yodlashni his-tuyg'u bilan bog'laydi.",Til o'rganish metodikasi,19:30,"Ekran/parda motivi + subtitr chizig'i, pastda kalit ibora ajratib ko'rsatilgan",Shu iborani eshitgan joyingizni eslaysizmi? Yozing.
145,0,25-May,Dushanba,Kunlik Ibora,"لا مانع عندي — men uchun to'siq yo'q, roziman",A2,"Yangi so'z eng yaxshi tirik jumla ichida, real vaziyatda esda qoladi.",Tabiiy muloqot namunalari,08:00,"So'z/ibora nafis arab kalligrafiyasida + o'zbekcha tarjima, kontekst jumlasi bilan","Ovozli xabar tashlab, shu iborani 3 marta talaffuz qiling."
145,1,25-May,Dushanba,Sinonim-Antonim,درهم وقاية خير من قنطار علاج — ehtiyot chorasi davodan afzal (maqol),B1,So'zni juftlikda (o'xshash/qarama-qarshi) o'rganish lug'at boyligini tezroq oshiradi.,Arab maqollari to'plamlari,19:30,Ikki so'z yonma-yon (yashil=sinonim yoki qizil=antonim belgisi) + arab maqoli qismi,Qaysi so'zni ko'proq eshitgansiz? Izohda ayting.
